Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
30717,1.07161458493236,0.0136615341774449,1.50543935856972,1.40984695546274,-0.960577404364838,-0.0158358779141238,-0.5495204584203,0.13074308406701698,0.6837603892413381,-0.27937123355282595,0.0969337613133192,1.33322243491363,1.02798050944865,-0.519453664827118,0.26902361651606,-0.422288746033464,0.16113463322438099,-0.821745513092193,-0.778486868516489,-0.111335871021946,0.0134558501884968,0.33062229703338003,0.0766548802540744,0.634577864200398,0.307968155895328,-0.415722081167734,0.0968718173352441,0.0426876410543451,9.99
30719,-2.31591278487532,2.03999767477017,0.584295146322341,-1.81865875517667,-0.379026468296632,-0.235878336405925,0.0289555458840661,0.743659522615927,0.685603345557029,1.01256629010889,1.1570181285141201,0.9284291938963678,0.17879826779319502,0.0152140339587821,0.10937295058748299,0.5823041250376779,-0.6586796123399661,-0.273207065790781,-0.8212837571377629,0.705933907175207,-0.154426285095797,-0.148016644505706,0.0264810001218246,-0.29599385782596505,-0.0643870706820209,0.78024526345401,0.772107106923865,0.45997363888782206,0.54
30719,-1.4397598530466797,-0.0328618157147155,0.869480418737933,-0.30581215074941,1.10598952743172,-1.02388627870791,0.5442563247255879,-0.11996434102145402,-0.475935205007108,-0.404902789213236,1.1877791584281898,0.9576632373701569,0.8392327875820609,-0.48715010152980603,-0.341952759966308,0.948650395397231,-0.7819176983480891,0.307756406730523,-0.316455415707607,-0.474669381330034,-0.207383433599126,-0.24379504133411703,0.8042200956029101,-0.0342349651006756,-0.654006128520407,-0.17417157412297402,0.0578341826552687,0.110023395937248,1.29
30721,1.03125898418773,-0.20916401971416002,0.0791123891568659,1.01602320531714,-0.127376440224194,0.12354587658557199,0.0222065028885548,0.0910890596915143,0.219146285527637,0.0438986652485182,0.183750760780708,0.324105551005443,-0.8918518072979019,0.468012405493569,-0.30305457339716496,0.34711780123969704,-0.7036711172853941,0.44959500904981703,0.517404287232546,0.0387106056608074,-0.162576025440583,-0.6571946309393211,-0.18031081754392803,-0.5645595608534479,0.549008053740789,-0.48528267409373904,-0.0009930717219705071,0.0227464714342166,109.07
30721,1.17031269351258,-0.976576306958604,0.10473252627367201,-0.787040027220613,-0.945730411728072,-0.19701756393023498,-0.542735802984598,0.0410115104826125,-0.845377298430283,0.7960075859691569,0.326934170201945,-0.271414157467203,-0.7501041225969609,0.45988938023627296,0.473672299871085,-0.59095021167869,-0.560447245165364,1.6033453842746201,-0.0895578352257093,-0.272352274216742,-0.640476026240573,-1.76980572923847,0.0876066331209119,-0.553502314931502,-0.125950743906882,0.7024503463107571,-0.0837556226255399,0.0163810130754379,124.19
30722,-1.2158998295765,-0.495700912780878,1.7345739927872499,-2.4817763755677302,-0.8535665656890871,-0.270393813452594,0.43615934069267,0.12005639006933301,1.31080692046667,-1.69297661817233,0.616378339188364,0.500998554888575,-0.959420308422264,-0.0756158295654099,0.0984203603598785,0.167834384406444,-0.7222425348006991,1.01192844215752,0.45263548109578006,-0.129842405434815,0.21334685036686302,0.7181160983381009,-0.0323401745000761,0.0468383078659447,0.251478288079283,-0.0434317255487103,0.0205969752424432,0.071916222068065,150.0
30722,1.17809385237922,-1.4864707107035802,-0.170165469299874,-2.67380111748634,-1.3287753850530402,-0.756959503446442,-0.504210940013991,-0.219257827498565,1.1792836340380302,-0.868837575488177,-1.23466073483698,0.479353980576173,0.5134221568176129,-0.14445689511535997,1.3518317964981899,-2.34643056630684,0.0609871266698461,1.7171471013874,0.6924957018478609,-0.16433955912679998,-0.317201585953891,-0.482255413910223,-0.28770253502798104,-0.447948982748875,0.680351533877953,-0.697923570045536,0.0794970720778069,0.0484549927511457,159.98
30723,1.3127077912163603,0.215894307677158,0.099175033127069,0.0743045729833116,-0.344606991451861,-1.3287907635475702,0.301786079735956,-0.30907610927652507,-0.0464079797397256,-0.128778033380581,-0.17528329610755802,0.197902672659072,-0.11042199634666901,0.449968732984984,0.8645920761568241,0.12317240935349301,-0.19565199984272302,-0.9943098456895959,0.284126953552026,-0.0961133625515211,-0.44949931114412206,-1.33963811172612,0.21517523249863602,0.383803872296867,0.0984422433117612,0.624041412749301,-0.10064067191961099,0.0022324574423696697,0.97
30724,1.24013240619769,0.662787305542714,-0.24079746225346,1.3115466445008401,0.0229797048917388,-1.1968575562983899,0.291525592167918,-0.23954666066239602,-0.0690566523372269,-0.563396405777913,0.0231677086105344,-0.0989750387778458,-0.10998429559874698,-1.03693241314411,1.06807137090453,0.509346952714805,0.675883175709545,0.47744800378624896,-0.580469932440339,-0.110548727541371,-0.0532358161397067,-0.0861852652188693,-0.118896661534415,0.26920080181951395,0.6893856505544859,-0.32697284007242305,0.0313644662266609,0.0510295120727911,1.0
30725,-1.22357191194824,-0.46441918783898706,1.3432785909417901,0.398363342225415,0.845744754200971,0.504819988711694,1.0529954971307098,0.14587167918067498,-0.24357994225045998,-0.510864395228156,1.0865437201405101,0.6100303169790771,-0.969996783973823,0.12325276235928201,-1.12137494446367,-0.697790080062713,-0.0533101277971413,-0.7001792684005991,-1.0570688646212099,0.333711451176088,0.197741244244958,0.385302969406344,0.3759340836780611,-0.320762730112399,-0.149257687748697,-0.55659118495795,-0.0819557948525086,-0.0664667186607276,190.0
30726,-0.8026523872760759,0.49137434918131,2.5569411436127405,0.28362425678090697,-0.24295335369875604,-0.310606198575445,0.0993028203298087,0.21684943338515503,0.39562986682192697,-0.88146152050712,-1.1305298760631999,-0.0887598736778331,-0.6231913347234761,-0.38723043143187796,-0.40407643710696295,0.249971131648466,-0.46070697103032104,0.10274258731752099,-0.7405499543182379,-0.141285418936627,0.0291579242111136,0.133380541219829,-0.17119330630007001,0.369050001723016,0.0440765810654972,-0.558816299727971,0.12857743849672698,0.124302090087031,5.52
30726,-1.34387511791148,0.486302189050539,1.41066121709979,-0.32245145619001603,1.032180978718,-1.0677243993710899,0.29075736438493,0.0490031174383711,-0.232908466668575,-0.606534543490782,-0.10024501741958301,-0.0106923434971449,-0.089721951637264,-0.420004016089686,0.7717767900840259,0.338383625821051,0.0271866387701261,-0.6616527044985239,-1.09340302443114,-0.131414799828859,-0.239883302974897,-0.609218373323035,-0.140245108152825,0.0360775319169368,-0.269097185167213,-0.0279392966945528,0.280658753112299,0.13985725776336902,4.49
30726,1.06148940034106,-0.256730640064735,0.698510075906723,0.826271676043177,-0.853589154459966,-0.450452294982858,-0.23070614076655102,0.0989117046617564,0.450081809676745,-0.0267975073558073,1.0074139139131,0.550660395395812,-1.45235017920788,0.36611741744199605,-0.7028499376656819,0.0198649602775339,-0.102580927420456,-0.12371095118294399,0.425672472341536,-0.0890492351702653,-0.216481080685897,-0.6787048108741399,0.0588180538495133,0.531665668194795,0.215864950221466,0.14898005976273002,-0.0375435352239794,0.0155388622608879,59.99
30726,1.1488701500511498,0.11317639868726401,0.583612979312248,0.60641544404917,-0.328245854109402,-0.255223788800608,-0.132290582837374,0.0894779815827194,0.11506837583779801,-0.13556919273109802,0.41733076429777505,0.298462164511206,-0.448295512680384,0.448830917543933,1.58716914348507,-0.35281520587917997,0.29765447141533197,-1.47414556364105,-0.962691538703085,-0.210288489898217,-0.18722593528556303,-0.506687983728772,0.24533199648430604,0.0719309798087959,0.00338173468848215,0.13568735466979598,0.000178366268308794,0.0141746306516717,1.98
30726,-0.34766488586056704,0.678175993542677,1.97411014499922,1.01397408101416,0.159200013715083,-0.0158565235189151,0.6460264913746391,-0.12596937044217899,-0.4112664712430011,-0.0730007877157648,-0.08940313176270802,-0.00352137330989727,0.23780320917053602,0.00156815003802883,1.7381297534557099,-0.49711606073792597,-0.0167607895456725,-0.37221446156929405,0.391550662219174,0.21374466475240197,-0.0668452417324894,-0.0633853602428234,0.0995811113404977,0.0329948537003721,-0.593898240831572,-0.552273718014437,0.021615720659845,-0.0593411320842995,41.98
30728,0.9420448290833678,-0.891182716863766,0.900268095104121,0.737772464976522,-1.3132370636178798,-0.0532606029482029,-0.5712285386637029,0.00917955708680964,-0.573870617092014,0.5656489241153921,-0.312969927340906,0.524143213137329,0.8046469515965601,-0.29780859266423,0.493919557473236,-1.84548986285547,0.305659405105778,0.82522684199122,-1.6468978533236998,-0.24483385748635,-0.0967494860710499,0.0873227641216594,-0.120694855389061,0.415739585432498,0.373785807612571,-0.231098550105947,0.0705201773865753,0.0614025913126083,158.0
30729,-1.1878426315111101,0.7098852260012241,0.0515917917980854,-2.9903759445110696,-1.01555567912866,-0.553805839134706,-1.2060332938145402,-2.11066833905523,-0.8810811552643021,-1.04410240593248,1.04711918998393,0.390182930789553,-1.79891631708302,1.4899769027817602,0.45152315358528494,-2.04894686124146,0.595945805615195,1.42186154145677,-0.452150794181697,0.0241076906797063,-1.4650215677637,0.269963372414971,0.22999980640524104,0.15775813252713097,-0.429926539200752,-0.14162211967539498,0.22988699265078102,0.163734628546608,4.0
30729,0.9240702978782991,-0.428794933323031,1.29081418094089,0.893370633673807,-1.33963575926322,-0.6481452932531979,-0.348352582640949,-0.12170531469438599,0.542736495179132,-0.30033954882797304,0.129012845279797,1.35475883167531,1.6571663626172,-0.576323371521271,0.452869162218734,0.11991747128863,-0.21010548753920605,-0.34449410909071004,-0.468597403611617,0.252555672705495,0.22026959172718302,0.5907922883268261,-0.11449648303950999,1.0321675232524,0.258812512535526,0.555520359631411,-0.00956768885301674,0.0535469738270893,132.0
30730,-0.9548110225472671,-0.245231849137891,1.6140353649611399,-2.14002280359231,-0.0546378825380935,0.647772975072332,-0.425033567263589,0.38918090131961,-0.924047488524143,0.339781703065705,0.29294813421984806,-0.682499292873958,0.0341533849644859,-0.46040901081626706,0.171109040036505,1.8872834959604197,-0.591482164198541,-0.30415504299647805,0.0538517603008209,0.157838128083843,0.41100513726309595,1.2097279781849701,-0.169538487814682,-1.13224983268195,0.22689165639763395,-0.0994238526969185,0.26048159165038104,0.12330803890560901,29.95
30730,-1.8246074988649,1.1259242545931598,1.97548592323159,1.97453071815358,1.7216502813641799,2.3223969028002096,1.88104011726805,-1.04034065510494,0.865385415699649,4.75729088865734,3.0992217017694403,0.114015261727249,0.14835005150334302,-1.69087535073917,2.00664159077931,-1.8553018137509298,-0.0249435900643594,-1.77628244652825,-0.665379276502224,1.3562295300568998,-0.5660991423479301,0.8089162484434129,-0.20862457671258103,-1.01796613011482,-0.5673880327376221,0.0353484106543194,-0.21030747803834401,-0.672381701251085,76.07
30733,-1.85993943675408,1.6293562452981698,-0.43713298022699393,-2.3277234470590003,-0.8654499313843269,-0.686141004198809,-1.1821714079199899,-1.6535012925088501,0.195758122096144,-1.76494333489373,1.14992256382993,0.85634119431567,-2.03475258913966,1.8907050664523,0.579487472388079,-0.4451168795499171,0.500792958133395,0.100201233030423,0.273522760041616,0.452472227953584,-1.08870237659907,0.808261602406915,0.202317547992184,0.19648704938727302,-0.247183710496835,-0.136848406320708,0.18103648776230302,0.158567929630268,1.0
30733,-0.68980192892222,0.6929138266290871,2.42608912172935,0.0241808557086723,-0.43322961178884,-0.851324873304747,0.5380199047182139,-0.16139306308764,0.108284232858142,-0.23811000104030702,-0.525149549280682,-1.4663682676389098,-2.48952783569821,0.280157908070411,1.2982284726253999,0.200601687896945,-0.26008451542683103,0.22160719995207898,-0.159500717447975,-0.10592952664506698,0.0209693405785846,0.0364727192241567,-0.27343892217725196,0.6730545181274229,0.0803476413898672,0.326369922785343,-0.29132118610250396,-0.154395634725849,4.84
